"Local authority","Local authority code","Library name","Address 1","Address 2","Address 3","Postcode","Library type","Unique property reference number","Co-located","Easting","Northing","OA Code","Rural urban classification","IMD"
"Suffolk","E10000029","Gainsborough","Clapgate Lane","Ipswich","Suffolk","IP3 0RL","CL",NULL,"No",618430,242031,"E00152811","C1",11096
"Suffolk","E10000029","Glemsford","Village Hall","Glemsford","Suffolk","CO10 7RH","CL",NULL,"Yes",582734,247974,"E00152288","D1",14839
"Suffolk","E10000029","Great Cornard","Head Lane","Great Cornard","Suffolk","CO10 0JU","CL",100091457171,"Yes",588910,239786,"E00152312","C1",17930
"Suffolk","E10000029","Hadleigh","29 High Street","Hadleigh","Suffolk","IP7 5AG","CL",NULL,"No",602742,242314,"E00152346","D1",22871
"Suffolk","E10000029","Halesworth","Bridge Street","Halesworth","Suffolk","IP19 8AD","CL",NULL,"No",638622,277672,"E00154261","D1",11823
"Suffolk","E10000029","Haverhill","Camps Road","Haverhill","Suffolk","CB9 8HB","CL",NULL,"No",567066,245544,"E00153510","C1",17136
"Suffolk","E10000029","Ipswich","Northgate Street","Ipswich","Suffolk","IP1 3DE","CL",10004563266,"No",616492,244741,"E00152699","C1",1523
"Suffolk","E10000029","Ixworth","Village Hall, High Street","Ixworth","Suffolk","IP31 2HH","CL",NULL,"Yes",593194,270360,"E00153564","D1",25114
"Suffolk","E10000029","Kedington","Community Centre, Arms Lane","Kedington","Suffolk","CB9 7QQ","CL",NULL,"Yes",570545,246428,"E00153574","D1",25032
"Suffolk","E10000029","Kesgrave","Kinsey House, Kays Close","Kesgrave","Suffolk","IP5 2HL","CL",NULL,"No",622037,245292,"E00153902","C1",20472
"Suffolk","E10000029","Kessingland","Marram Green, Hall Road","Kessingland","Suffolk","NR33 7AH","CL",NULL,"Yes",653025,286661,"E00154304","D1",14631
"Suffolk","E10000029","Lakenheath","65 High Street","Lakenheath","Suffolk","IP27 9DS","CL",NULL,"No",571415,282761,"E00152602","D1",18883
"Suffolk","E10000029","Lavenham","Lavenham Village Hall, Church Street","Lavenham","Suffolk","CO10 9QT","CL",NULL,"Yes",591466,249056,"E00152358","D1",20562
"Suffolk","E10000029","Leiston","Old Post Office Square, Main Street","Leiston","Suffolk","IP16 4ER","CL",NULL,"No",644397,262670,"E00153927","D2",14984
"Suffolk","E10000029","Long Melford","United Reform Church Room, Hall Street","Long Melford","Suffolk","CO10 9JT","CL",NULL,"Yes",586241,245434,"E00152380","D1",21715
"Suffolk","E10000029","Lowestoft","Clapham Road South","Lowestoft","Suffolk","NR32 1DR","CL",10091042699,"No",654780,293163,"E00154285","C1",1554
"Suffolk","E10000029","Mildenhall","Chestnut Close","Mildenhall","Suffolk","IP28 7NL","CL",NULL,"No",571684,274925,"E00152617","C1",14564
"Suffolk","E10000029","Needham Market","School Street","Needham Market","Suffolk","IP6 8BB","CL",NULL,"No",608921,254757,"E00153211","D1",16192
"Suffolk","E10000029","Newmarket","1a the Guineas","Newmarket","Suffolk","CB8 8EQ","CL",NULL,"No",564332,263461,"E00152673","C1",7601
"Suffolk","E10000029","Oulton Broad","92 Bridge Road","Oulton Broad","Suffolk","NR32 3LR","CL",NULL,"No",652304,292986,"E00154388","C1",11957
"Suffolk","E10000029","Rosehill","Tomline Road","Ipswich","Suffolk","IP3 8DB","CL",NULL,"No",618256,243949,"E00152848","C1",14948
"Suffolk","E10000029","Saxmundham","County Offices, Street Farm Road","Saxmundham","Suffolk","IP17 1AL","CL",NULL,"Yes",638751,263364,"E00154052","D1",18836
"Suffolk","E10000029","Southwold","North Green","Southwold","Suffolk","IP18 6AT","CL",NULL,"No",650557,276512,"E00154468","D1",17906
"Suffolk","E10000029","Stoke","High School, Maidenhall Approach","Ipswich","Suffolk","IP2 8PL","CL",100091493152,"Yes",616051,242981,"E00152753","C1",4945
"Suffolk","E10000029","Stowmarket","Milton Road","Stowmarket","Suffolk","IP14 1EX","CL",NULL,"No",605040,258620,"E00153276","C1",16562
"Suffolk","E10000029","Stradbroke","Court House, Queens Street","Stradbroke","Suffolk","IP21 5HG","CL",NULL,"Yes",623093,274035,"E00153333","E1",22792
"Suffolk","E10000029","Sudbury","Market Hill","Sudbury","Suffolk","CO10 2EN","CL",NULL,"Yes",587370,241266,"E00152471","C1",12091
"Suffolk","E10000029","Thurston","Thurston Community College","Bury St. Edmunds","Suffolk","IP31 3PB","CL",NULL,"Yes",591713,265373,"E00153348","D1",30705
"Suffolk","E10000029","West Suffolk House (Library Point)","West Suffolk House, Western Way","Bury St. Edmunds","Suffolk","IP33 3YU","CL",NULL,"No",584197,264904,"E00153575","C1",29014
"Suffolk","E10000029","Wickham Market","Resource Centre, Chapel Lane","Wickham Market","Suffolk","IP13 0SD","CL",NULL,"Yes",630286,255638,"E00154118","D1",19389
"Suffolk","E10000029","Woodbridge","New Street","Woodbridge","Suffolk","IP12 1DT","CL",NULL,"Yes",627405,249087,"E00154060","C1",24824
"Sunderland","E08000024","City","Burdon Road","Sunderland","Tyne and Wear","SR1 1PP","LAL",45093586,"No",439825,556782,"E00044835","A1",166
"Sunderland","E08000024","Fulwell","Dene Lane","Sunderland","Tyne and Wear","SR6 8EH","ICL",NULL,"No",439661,559778,"E00044316","A1",27364
"Sunderland","E08000024","Hetton Centre","Welfare Road","Hetton","Tyne and Wear","DH5 9NE","ICL",NULL,"No",435084,547545,"E00044393","A1",7996
"Sunderland","E08000024","Houghton","74 Newbottle Street","Houghton-le-Spring","Tyne and Wear","DH4 4AF","LAL",NULL,"No",434006,550074,"E00044437","A1",5003
"Sunderland","E08000024","Kayll Road","Kayll Road","Sunderland","Tyne and Wear","SR4 7TW","ICL",NULL,"No",437873,556503,"E00044472","A1",12563
"Sunderland","E08000024","Washington Millennium","Washington Millennium Centre, The Oval","Washington","Tyne and Wear","NE37 2QD","ICL",NULL,"No",430664,557851,"E00044969","A1",2890
"Sunderland","E08000024","Washington Town Centre","Independence Square","Washington","Tyne and Wear","NE38 7RZ","LAL",45085799,"No",430155,556150,"E00044915","A1",19837
"Surrey","E10000030","Addlestone","Runnymede Civic Centre, Station Road","Addlestone","Surrey","KT15 2AF","LAL",10002019806,"Yes",505146,164619,"E00156301","A1",28151
"Surrey","E10000030","Ash","Ash Street","Ash","Surrey","GU12 6LF","LAL",100062324507,"No",489037.31,150409.47,"E00155166","C1",14484
"Surrey","E10000030","Ashford","Church Road","Ashford","Surrey","TW15 2XB","LAL",33037113,"No",506858,171647,"E00156632","A1",26408
"Surrey","E10000030","Ashtead","Woodfield Lane","Ashtead","Surrey","KT21 2BQ","LAL",100062369017,"Yes",518334,158586,"E00155618","A1",31783
"Surrey","E10000030","Bagshot","63 High Street","Bagshot","Surrey","GU19 5AH","CRL",100062330742,"No",491140,163354,"E00156863","D1",18187
"Surrey","E10000030","Banstead","The Horseshoe","Banstead","Surrey","SM7 2AW","LAL",68130174,"No",525125,159605,"E00155882","A1",28798
"Surrey","E10000030","Beare Green Community Link","Beare Green Village Hall","Merebank Dorking","Surrey","RH5 4RD","ICL",100062495213,"Yes",517560,143685,"E00155633","D1",20239
"Surrey","E10000030","Bookham","Townshott Close","Great Bookham","Surrey","KT23 4DQ","LAL",200000160425,"No",513406,154509,"E00155663","A1",28660
"Surrey","E10000030","Bramley","High Street","Bramley","Surrey","GU5 0HG","CRL",100062349887,"No",500953,144750,"E00157387","C1",21242
"Surrey","E10000030","Byfleet","High Road","Byfleet","Surrey","KT14 7QN","CRL",100062608249,"No",506307,161134,"E00157766","A1",13738
"Surrey","E10000030","Camberley","Knoll Road","Camberley","Surrey","GU15 3SY","LAL",100062602242,"No",487699,160714,"E00167807","C1",25802
"Surrey","E10000030","Caterham Hill","Westway","Caterham Hill","Surrey","CR3 5TP","LAL",100062607711,"No",533168,156001,"E00157338","A1",22632
"Surrey","E10000030","Caterham Valley","Stafford Road","Caterham","Surrey","CR3 6JG","LAL",100062278164,"Yes",533983,155545,"E00157302","A1",19904
"Surrey","E10000030","Chertsey","Guildford Street","Chertsey","Surrey","KT16 9BE","LAL",100062604671,"No",504032,166594,"E00156328","A1",16554
"Surrey","E10000030","Cobham","The Cedar Centre, Cedar Road","Cobham","Surrey","KT11 2AA","LAL",10033327606,"Yes",510865,160065,"E00154569","C1",25138
"Surrey","E10000030","Cranleigh","16 High Street","Cranleigh","Surrey","GU6 8AE","LAL",100062351305,"No",505938,139015,"E00157433","C1",32542
"Surrey","E10000030","Dittons","Mercer Close","Thames Ditton","Surrey","KT7 0BS","LAL",100062372180,"No",515877,166682,"E00154814","A1",29142
"Surrey","E10000030","Dorking","St. Martin's Walk","Dorking","Surrey","RH4 1UT","LAL",10000827697,"Yes",516596,149541,"E00155726","C1",24260
"Surrey","E10000030","Egham","High Street","Egham","Surrey","TW20 9EA","LAL",100062600067,"No",500737,171368,"E00156409","A1",27227
"Surrey","E10000030","Epsom","6 Epsom Square","Epsom","Surrey","KT19 8AG","LAL",200004008660,"Yes",520884,160888,"E00166063","A1",16761
"Surrey","E10000030","Esher","Church Street","Esher","Surrey","KT10 9NS","LAL",100062605483,"No",514004,164665,"E00154610","A1",32078
"Surrey","E10000030","Ewell","Bourne Hall, Spring Street","Ewell","Surrey","KT17 1UF","LAL",10013953077,"Yes",521805,162705,"E00155015","A1",23660
"Surrey","E10000030","Ewell Court","Ewell Court House, Lakehurst Road","Ewell","Surrey","KT19 0EB","CRL",100062366396,"Yes",521172,163948,"E00155035","A1",29052
"Surrey","E10000030","Farnham","Vernon House, 28 West Street","Farnham","Surrey","GU9 7DR","LAL",200001288481,"Yes",483672,146711,"E00157480","C1",24877
"Surrey","E10000030","Frimley Green","Beech Road","Frimley Green","Surrey","GU16 6LQ","LAL",200001494862,"No",488966,156736,"E00156918","C1",32106
"Surrey","E10000030","Godalming","22 Bridge Street","Godalming","Surrey","GU7 1HT","LAL",100062351856,"Yes",497288,144082,"E00157618","C1",28417
"Surrey","E10000030","Guildford","77 North Street","Guildford","Surrey","GU1 4AL","LAL",10007053904,"No",499805,149580,"E00155334","C1",16631
"Surrey","E10000030","Haslemere","91 Wey Hill","Haslemere","Surrey","GU27 1HP","LAL",200001291049,"No",489153,132823,"E00157678","C1",26119
"Surrey","E10000030","Hersham","Molesey Road","Hersham","Surrey","KT12 4RF","LAL",100062359521,"No",511789,164559,"E00154625","A1",16511
"Surrey","E10000030","Horley","55-57 Russell Square, Victoria Road","Horley","Surrey","RH6 7QH","LAL",68174116,"No",528571.76,142838.32,"E00155960","C1",23203
"Surrey","E10000030","Horsley","Parade Court, Ockham Road South","East Horsley","Surrey","KT24 6QR","LAL",10007062747,"No",509246,154215,"E00155274","D1",31975
"Surrey","E10000030","Knaphill","4 Anchor Crescent","Knaphill","Surrey","GU21 2PD","LAL",10002421711,"No",496588,158614,"E00157924","A1",23908
"Surrey","E10000030","Leatherhead","The Mansion","Leatherhead","Surrey","KT22 8DP","LAL",200000161802,"Yes",516612,156262,"E00155838","A1",23541
"Surrey","E10000030","Lightwater","83A Guildford Road","Lightwater","Surrey","GU18 5SB","LAL",100062330503,"Yes",493055,162196,"E00156948","D1",32807
"Surrey","E10000030","Lingfield","The Guest House Vicarage Road","Lingfield","Surrey","RH7 6HA","CRL",100062498456,"No",538877,143830,"E00157221","D1",26698
"Surrey","E10000030","Merstham","Weldon Way","Merstham","Surrey","RH1 3QB","LAL",68149661,"Yes",529472,152743,"E00156062","C1",17657
"Surrey","E10000030","Molesey","227-229 Walton Road","West Molesey","Surrey","KT8 2HZ","LAL",100062372936,"Yes",513973,168293,"E00154710","A1",19763
"Surrey","E10000030","New Haw","The Broadway","New Haw","Surrey","KT15 3HA","CRL",100062363199,"No",504314,162181,"E00156531","A1",28185
"Surrey","E10000030","Old Woking Community Link","Old Woking Community Centre, Sundridge Road","Woking","Surrey","GU22 9AT","ICL",100062336959,"Yes",501111,157325,"E00157886","A1",24406
"Surrey","E10000030","Oxted","12 Gresham Road","Oxted","Surrey","RH8 0BQ","LAL",100062498912,"No",539660,152847,"E00157210","C1",32056
"Surrey","E10000030","Redhill","Warwick Quadrant, 18-20 London Road","Redhill","Surrey","RH1 1NN","LAL",68100524,"No",528010,150693,"E00156117","C1",26311
"Surrey","E10000030","Reigate","Bancroft House Bancroft Road","Reigate","Surrey","RH2 7RP","LAL",68102232,"Yes",525537,150157,"E00156160","C1",30339
"Surrey","E10000030","Shepperton","40 High Street","Shepperton","Surrey","TW17 9AU","LAL",33036687,"No",508058,167287,"E00156717","C1",26964
"Surrey","E10000030","Shere Diamond Jubilee Community Link","Shere Village Hall, Gomshall Lane","Shere","Surrey","GU5 9HD","ICL",100061390465,"Yes",507545,147954.07,"E00155524","E1",23638
"Surrey","E10000030","Staines","Friends Walk","Staines","Surrey","TW18 4PG","LAL",33036620,"Yes",503596,171424,"E00156730","A1",19548
"Surrey","E10000030","Stanwell","Hadrian Way","Stanwell","Surrey","TW19 7HE","LAL",33050073,"Yes",505919.64,173724.75,"E00156790","A1",11824
"Surrey","E10000030","Stoneleigh","1 Stoneleigh Broadway","Stoneleigh","Surrey","KT17 2JA","CRL",10013953086,"No",522080,164169,"E00155103","A1",28879
"Surrey","E10000030","Sunbury","41-43 The Parade, Staines Road","West Staines","Surrey","TW16 7AB","LAL",33037234,"Yes",509886,170154,"E00156806","A1",17982
"Surrey","E10000030","Tattenhams","Tattenham Crescent","Epsom Downs","Surrey","KT18 5NU","CRL",100062365692,"No",522816,158255,"E00156279","A1",32151
"Surrey","E10000030","Virginia Water","6 Station Parade","Virginia Water","Surrey","GU25 4AD","CRL",100062338598,"No",500003,167960,"E00156518","C1",29466
"Surrey","E10000030","Walton","54 The Heart (off Hepworth Way)","Walton-on-Thames","Surrey","KT12 1GH","LAL",10033316024,"No",509954,166334,"E00170428","A1",23315
"Surrey","E10000030","Warlingham","Shelton Avenue","Warlingham","Surrey","CR6 9NE","CRL",100062278803,"No",535513,158568,"E00157328","A1",27824
"Surrey","E10000030","West Byfleet","Station Approach","West Byfleet","Surrey","KT14 6NY","LAL",10002419539,"No",504279,160923,"E00158047","A1",26737
"Surrey","E10000030","Weybridge","Church Street","Weybridge","Surrey","KT13 8DE","LAL",100062360425,"Yes",507269,164792,"E00154939","A1",31057
"Surrey","E10000030","Woking","Gloucester Walk","Woking","Surrey","GU21 6EP","LAL",10002425489,"No",500501.9,158908.05,"E00157805","A1",25244
"Sutton","E09000029","Cheam Library","Church Road","Cheam","Greater London","SM3 8QH","LAL",NULL,"No",524243,163893,"E00020718","A1",23729
"Sutton","E09000029","Library @ The Life Centre","Alcorn Road","Sutton","Greater London","SM3 9PX","LAL",NULL,"Yes",525191,165903,"E00020790","A1",21905
"Sutton","E09000029","Library @ the Phoenix Centre","Mollison Drive","Wallington","Greater London","SM6 9NZ","LAL",NULL,"Yes",530085,163225,"E00020578","A1",6421
"Sutton","E09000029","Library @ Westcroft Centre","Westcroft Road","Carshalton","Greater London","SM5 2TG","LAL",NULL,"Yes",528415,164756,"E00021015","A1",18962
"Sutton","E09000029","Sutton Central Library","St Nicholas Way","Sutton","Greater London","SM1 1EA","LAL",5870034546,"No",525770,164053,"E00166825","A1",10270
"Sutton","E09000029","The Circle Library","Green Wrythe Lane","Carshalton","Greater London","SM5 1JJ","LAL",NULL,"No",527025,166877,"E00021088","A1",9060
"Sutton","E09000029","Wallington Library","Shotfield","Wallington","Greater London","SM6 0HY","LAL",NULL,"No",528848,163644,"E00021047","A1",12080
"Sutton","E09000029","Worcester Park Library","Stone Place, Windsor Road","Worcester","Greater London","KT4 8ES","LAL",NULL,"No",522503,165775,"E00020752","A1",25619
"Swindon","E06000030","Beechcroft Library","Beechcroft Road","Swindon","Wiltshire","SN2 7QQ","CRL",NULL,"No",416372,187894,"E00078691","C1",19271
"Swindon","E06000030","Covingham Library","St. Paul's Drive","Covingham","Wiltshire","SN3 5BY","CRL",NULL,"No",418701,185094,"E00078294","C1",23616
"Swindon","E06000030","Even Swindon Library","Jennings Street","Swindon","Wiltshire","SN2 2BG","CRL",NULL,"No",413705,184916,"E00078786","C1",15535
"Swindon","E06000030","Grange Community Book Collection","Grange Leisure Centre, Grange Drive","Swindon","Wiltshire","SN3 4JY","CRL",NULL,"No",417722,186765,"E00078644","C1",15822
"Swindon","E06000030","Highworth Library","Brewery Street","Swindon","Wiltshire","SN6 7AJ","LAL",NULL,"No",420177,192272,"E00078498","D1",22948
"Swindon","E06000030","Liden Library","Barrington Close","Swindon","Wiltshire","SN3 6HF","CRL",NULL,"No",418901,183104,"E00078344","C1",22725
"Swindon","E06000030","Moredon and Rodbourne Cheney Library","Church Walk North","Swindon","Wiltshire","SN25 3DJ","CRL",NULL,"No",413880,187329,"E00078517","C1",14129
"Swindon","E06000030","North Swindon Library","Thamesdown Drive","Swindon","Wiltshire","SN25 4AN","LAL",NULL,"No",413440,188715,"E00078243","C1",29443
"Swindon","E06000030","Old Town Library","Arts Centre, Devizes Road","Swindon","Wiltshire","SN1 4BJ","CRL",NULL,"No",415559,183685,"E00166514","C1",26100
"Swindon","E06000030","Park Library","Cavendish Square","Swindon","Wiltshire","SN3 2LP","LAL",NULL,"No",417436,183835,"E00078572","C1",3575
"Swindon","E06000030","Penhill Library","Penhill Drive","Swindon","Wiltshire","SN2 5DU","CRL",NULL,"No",415271,188004,"E00078601","C1",1974
"Swindon","E06000030","Pinetrees Library (Pinehurst)","Pinetrees Community Centre","Swindon","Wiltshire","SN2 1RF","CRL",NULL,"No",415354,187070,"E00078426","C1",4454
"Swindon","E06000030","Swindon Central Library","Regent Circus","Swindon","Wiltshire","SN1 1QG","LAL",NULL,"No",415260,184431,"E00078357","C1",10527
"Swindon","E06000030","Walcot Library","Unit 5 Sussex Place, Somerville Road","Swindon","Wiltshire","SN3 3BL","CRL",NULL,"No",416633,184631,"E00078750","C1",4087
"Swindon","E06000030","West Swindon Library","Link Centre, Whitehill Way","Swindon","Wiltshire","SN5 7DL","LAL",NULL,"No",411975,184400,"E00078739","C1",10240
"Swindon","E06000030","Wroughton Library","Ellendune Centre, Wharf Road","Swindon","Wiltshire","SN4 9LN","CRL",NULL,"No",414360,180645,"E00078825","D1",16870
"Tameside","E08000008","Ashton Library","Tameside One, Market Place","Ashton","Greater Manchester","OL6 6BH","LAL",NULL,"Yes",393839,399268,"E00030151","A1",697
